IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
35.180.125.35,2096,0,false,ORD,North America,Chicago,178,0.00
3.70.208.67,443,0,false,ORD,North America,Chicago,178,0.00
13.57.27.53,80,0,false,ORD,North America,Chicago,178,0.00
3.253.96.95,2087,0,false,ORD,North America,Chicago,178,0.00
3.73.53.205,2083,0,false,ORD,North America,Chicago,178,0.00
3.123.229.73,2087,0,false,ORD,North America,Chicago,178,0.00
54.177.233.59,2095,0,false,ORD,North America,Chicago,178,0.00
35.181.5.155,2087,0,false,ORD,North America,Chicago,178,0.00
3.75.241.222,2096,0,false,ORD,North America,Chicago,178,0.00
3.101.86.177,2053,0,false,ORD,North America,Chicago,178,0.00
3.76.196.201,2083,0,false,ORD,North America,Chicago,178,0.00
34.246.181.183,80,0,false,ORD,North America,Chicago,178,0.00
54.216.129.50,2053,0,false,ORD,North America,Chicago,178,0.00
35.158.113.72,8080,0,false,ORD,North America,Chicago,178,0.00
18.144.64.193,2052,0,false,ORD,North America,Chicago,179,0.00
35.180.68.79,2052,0,false,ORD,North America,Chicago,179,0.00
54.219.120.119,443,0,false,ORD,North America,Chicago,179,0.00
18.144.64.193,443,0,false,ORD,North America,Chicago,179,0.00
35.180.68.79,2083,0,false,ORD,North America,Chicago,179,0.00
54.177.247.17,8880,0,false,ORD,North America,Chicago,179,0.00
35.180.130.40,2082,0,false,ORD,North America,Chicago,179,0.00
35.180.130.40,2086,0,false,ORD,North America,Chicago,179,0.00
3.122.238.21,2053,0,false,ORD,North America,Chicago,179,0.00
35.181.5.155,2053,0,false,ORD,North America,Chicago,179,0.00
3.70.208.67,2053,0,false,ORD,North America,Chicago,179,0.00
52.30.242.7,2053,0,false,ORD,North America,Chicago,179,0.00
3.253.22.230,80,0,false,ORD,North America,Chicago,179,0.00
54.183.191.226,2096,0,false,ORD,North America,Chicago,179,0.00
3.122.102.213,2083,0,false,ORD,North America,Chicago,179,0.00
3.75.241.222,2087,0,false,ORD,North America,Chicago,179,0.00
18.144.75.251,2053,0,false,ORD,North America,Chicago,179,0.00
3.101.101.237,2087,0,false,ORD,North America,Chicago,179,0.00
18.144.75.251,80,0,false,ORD,North America,Chicago,179,0.00
176.34.140.12,2082,0,false,ORD,North America,Chicago,179,0.00
3.122.113.17,443,0,false,ORD,North America,Chicago,179,0.00
3.75.240.70,80,0,false,ORD,North America,Chicago,179,0.00
54.194.236.149,2052,0,false,ORD,North America,Chicago,179,0.00
18.185.174.133,2086,0,false,ORD,North America,Chicago,179,0.00
13.57.59.245,2086,0,false,ORD,North America,Chicago,179,0.00
18.159.141.121,2095,0,false,ORD,North America,Chicago,179,0.00
52.31.108.19,8443,0,false,ORD,North America,Chicago,179,0.00
3.75.241.222,8080,0,false,ORD,North America,Chicago,179,0.00
3.255.168.34,8880,0,false,ORD,North America,Chicago,179,0.00
3.79.112.142,2087,0,false,ORD,North America,Chicago,180,0.00
3.253.82.157,2095,0,false,ORD,North America,Chicago,180,0.00
18.144.64.193,8880,0,false,ORD,North America,Chicago,180,0.00
35.180.68.83,8880,0,false,ORD,North America,Chicago,180,0.00
176.34.143.223,80,0,false,ORD,North America,Chicago,180,0.00
3.79.45.102,2086,0,false,ORD,North America,Chicago,180,0.00
3.76.196.201,8080,0,false,ORD,North America,Chicago,180,0.00
35.180.68.83,2052,0,false,ORD,North America,Chicago,180,0.00
35.180.159.19,8080,0,false,ORD,North America,Chicago,180,0.00
34.245.20.7,443,0,false,ORD,North America,Chicago,180,0.00
3.120.185.190,2086,0,false,ORD,North America,Chicago,180,0.00
35.158.138.94,80,0,false,ORD,North America,Chicago,180,0.00
3.68.65.85,2083,0,false,ORD,North America,Chicago,180,0.00
18.144.64.193,8443,0,false,ORD,North America,Chicago,180,0.00
3.67.39.1,443,0,false,ORD,North America,Chicago,180,0.00
34.245.20.7,80,0,false,ORD,North America,Chicago,180,0.00
3.123.229.73,2095,0,false,ORD,North America,Chicago,180,0.00
54.155.160.84,2082,0,false,ORD,North America,Chicago,180,0.00
18.203.243.192,2096,0,false,ORD,North America,Chicago,180,0.00
54.155.152.189,443,0,false,ORD,North America,Chicago,180,0.00
3.75.99.0,8880,0,false,ORD,North America,Chicago,180,0.00
3.67.39.1,8080,0,false,ORD,North America,Chicago,180,0.00
18.185.174.133,2053,0,false,ORD,North America,Chicago,180,0.00
34.241.240.45,80,0,false,ORD,North America,Chicago,180,0.00
3.101.101.237,2095,0,false,ORD,North America,Chicago,180,0.00
35.180.68.79,2096,0,false,ORD,North America,Chicago,181,0.00
18.185.174.133,2087,0,false,ORD,North America,Chicago,181,0.00
3.120.231.89,2083,0,false,ORD,North America,Chicago,181,0.00
3.75.99.0,2086,0,false,ORD,North America,Chicago,181,0.00
54.155.152.189,8880,0,false,ORD,North America,Chicago,181,0.00
54.216.151.176,2082,0,false,ORD,North America,Chicago,181,0.00
3.76.196.201,8443,0,false,ORD,North America,Chicago,181,0.00
3.67.187.69,2087,0,false,ORD,North America,Chicago,181,0.00
34.241.240.45,8880,0,false,ORD,North America,Chicago,181,0.00
54.176.9.154,2087,0,false,ORD,North America,Chicago,181,0.00
3.76.198.159,2095,0,false,ORD,North America,Chicago,181,0.00
3.75.241.222,8880,0,false,ORD,North America,Chicago,181,0.00
3.122.102.213,2052,0,false,ORD,North America,Chicago,181,0.00
3.70.208.67,2086,0,false,ORD,North America,Chicago,181,0.00
52.30.242.7,8080,0,false,ORD,North America,Chicago,181,0.00
35.158.113.72,2087,0,false,ORD,North America,Chicago,181,0.00
3.67.39.1,2096,0,false,ORD,North America,Chicago,181,0.00
3.68.65.85,8880,0,false,ORD,North America,Chicago,181,0.00
34.245.20.7,8880,0,false,ORD,North America,Chicago,181,0.00
3.79.40.111,2095,0,false,ORD,North America,Chicago,181,0.00
54.194.236.149,2096,0,false,ORD,North America,Chicago,181,0.00
13.38.56.6,443,0,true,CDG,Europe,Paris,181,0.00
18.203.243.192,2087,0,false,ORD,North America,Chicago,181,0.00
54.195.137.59,2087,0,false,ORD,North America,Chicago,181,0.00
3.79.40.111,2096,0,false,ORD,North America,Chicago,181,0.00
3.75.99.0,2087,0,false,ORD,North America,Chicago,181,0.00
3.122.238.21,2095,0,false,ORD,North America,Chicago,181,0.00
3.101.89.77,2096,0,false,ORD,North America,Chicago,181,0.00
3.73.53.205,8880,0,false,ORD,North America,Chicago,181,0.00
54.219.123.94,80,0,false,ORD,North America,Chicago,181,0.00
3.75.241.222,2095,0,false,ORD,North America,Chicago,182,0.00
15.237.84.29,2052,0,false,ORD,North America,Chicago,182,0.00
54.155.152.189,8080,0,false,ORD,North America,Chicago,182,0.00
3.101.45.206,8080,0,false,ORD,North America,Chicago,182,0.00
54.176.9.154,2096,0,false,ORD,North America,Chicago,182,0.00
35.180.125.35,2053,0,false,ORD,North America,Chicago,182,0.00
3.120.185.190,2082,0,false,ORD,North America,Chicago,182,0.00
54.183.191.226,2082,0,false,ORD,North America,Chicago,182,0.00
52.31.108.19,2087,0,false,ORD,North America,Chicago,182,0.00
35.181.61.217,8880,0,false,ORD,North America,Chicago,182,0.00
176.34.143.223,2083,0,false,ORD,North America,Chicago,182,0.00
15.237.105.171,80,0,false,ORD,North America,Chicago,182,0.00
15.237.150.154,2087,0,false,ORD,North America,Chicago,182,0.00
54.219.205.95,8443,0,false,ORD,North America,Chicago,182,0.00
15.236.20.221,2095,0,false,ORD,North America,Chicago,182,0.00
3.76.196.201,2087,0,false,ORD,North America,Chicago,182,0.00
3.122.238.21,2086,0,false,ORD,North America,Chicago,182,0.00
35.180.125.61,80,0,false,ORD,North America,Chicago,182,0.00
13.37.247.245,8080,0,false,ORD,North America,Chicago,182,0.00
35.181.63.239,8443,0,false,ORD,North America,Chicago,182,0.00
3.73.53.205,8443,0,false,ORD,North America,Chicago,182,0.00
15.237.106.18,8443,0,false,ORD,North America,Chicago,182,0.00
35.180.125.61,2086,0,false,ORD,North America,Chicago,182,0.00
35.181.5.155,8880,0,false,ORD,North America,Chicago,182,0.00
3.249.46.121,2082,0,false,ORD,North America,Chicago,182,0.00
176.34.143.223,2095,0,false,ORD,North America,Chicago,182,0.00
35.158.138.94,2053,0,false,ORD,North America,Chicago,182,0.00
54.78.235.164,2052,0,false,ORD,North America,Chicago,182,0.00
18.185.174.133,80,0,false,ORD,North America,Chicago,182,0.00
3.123.229.73,80,0,false,ORD,North America,Chicago,182,0.00
15.237.84.29,80,0,false,ORD,North America,Chicago,182,0.00
3.75.99.0,8080,0,false,ORD,North America,Chicago,182,0.00
3.123.229.73,8880,0,false,ORD,North America,Chicago,182,0.00
54.78.235.164,2095,0,false,ORD,North America,Chicago,182,0.00
35.179.16.60,2087,0,false,ORD,North America,Chicago,182,0.00
3.79.45.102,8880,0,false,ORD,North America,Chicago,182,0.00
15.237.84.29,8443,0,false,ORD,North America,Chicago,182,0.00
13.38.115.79,8443,0,false,ORD,North America,Chicago,182,0.00
35.178.192.165,2052,0,false,ORD,North America,Chicago,182,0.00
35.181.63.239,80,0,false,ORD,North America,Chicago,182,0.00
3.252.55.244,443,0,false,ORD,North America,Chicago,182,0.00
34.242.152.223,2095,0,false,ORD,North America,Chicago,182,0.00
13.57.59.245,8880,0,false,ORD,North America,Chicago,182,0.00
3.253.22.230,2087,0,false,ORD,North America,Chicago,182,0.00
54.155.160.84,2095,0,false,ORD,North America,Chicago,182,0.00
3.79.40.111,2087,0,false,ORD,North America,Chicago,182,0.00
3.79.40.111,2086,0,false,ORD,North America,Chicago,182,0.00
3.75.99.0,80,0,false,ORD,North America,Chicago,182,0.00
3.8.19.125,2083,0,false,ORD,North America,Chicago,182,0.00
15.237.84.29,8080,0,false,ORD,North America,Chicago,182,0.00
3.76.196.201,2086,0,false,ORD,North America,Chicago,182,0.00
35.157.218.57,80,0,false,ORD,North America,Chicago,182,0.00
3.123.229.73,2083,0,false,ORD,North America,Chicago,182,0.00
35.180.159.140,80,0,false,ORD,North America,Chicago,182,0.00
3.122.102.213,2053,0,false,ORD,North America,Chicago,182,0.00
34.245.20.7,2096,0,false,ORD,North America,Chicago,182,0.00
54.219.123.94,2053,0,false,ORD,North America,Chicago,182,0.00
54.217.187.243,2052,0,false,ORD,North America,Chicago,183,0.00
54.155.160.84,80,0,false,ORD,North America,Chicago,183,0.00
3.76.196.201,443,0,false,ORD,North America,Chicago,183,0.00
3.255.153.72,443,0,false,ORD,North America,Chicago,183,0.00
52.31.108.19,2083,0,false,ORD,North America,Chicago,183,0.00
15.237.106.18,80,0,false,ORD,North America,Chicago,183,0.00
3.79.112.142,2082,0,false,ORD,North America,Chicago,183,0.00
3.75.241.222,2083,0,false,ORD,North America,Chicago,183,0.00
35.181.5.155,2095,0,false,ORD,North America,Chicago,183,0.00
35.181.61.217,2086,0,false,ORD,North America,Chicago,183,0.00
3.67.39.1,2086,0,false,ORD,North America,Chicago,183,0.00
3.123.229.73,8443,0,false,ORD,North America,Chicago,183,0.00
35.180.159.19,2053,0,false,ORD,North America,Chicago,183,0.00
3.67.39.1,2087,0,false,ORD,North America,Chicago,183,0.00
3.255.119.102,8880,0,false,ORD,North America,Chicago,183,0.00
54.216.151.176,80,0,false,ORD,North America,Chicago,183,0.00
3.123.229.73,2053,0,false,ORD,North America,Chicago,183,0.00
3.255.192.98,2086,0,false,ORD,North America,Chicago,183,0.00
3.101.45.206,2095,0,false,ORD,North America,Chicago,183,0.00
3.10.176.110,8443,0,false,ORD,North America,Chicago,183,0.00
3.101.45.206,2086,0,false,ORD,North America,Chicago,183,0.00
35.157.218.57,2096,0,false,ORD,North America,Chicago,183,0.00
3.79.40.111,80,0,false,ORD,North America,Chicago,183,0.00
3.76.198.159,80,0,false,ORD,North America,Chicago,183,0.00
3.8.23.1,443,0,false,ORD,North America,Chicago,183,0.00
35.180.159.19,2086,0,false,ORD,North America,Chicago,183,0.00
176.116.21.103,2095,80,false,LHR,Europe,London,183,0.00
3.9.189.28,2096,0,false,ORD,North America,Chicago,183,0.00
54.155.160.84,2086,0,false,ORD,North America,Chicago,183,0.00
3.120.185.190,2052,0,false,ORD,North America,Chicago,183,0.00
3.79.40.111,8443,0,false,ORD,North America,Chicago,183,0.00
3.73.53.205,2087,0,false,ORD,North America,Chicago,183,0.00
15.237.123.19,2087,0,false,ORD,North America,Chicago,183,0.00
18.134.163.192,8080,0,false,ORD,North America,Chicago,183,0.00
3.254.95.67,2086,0,false,ORD,North America,Chicago,183,0.00
18.134.138.88,80,0,false,ORD,North America,Chicago,183,0.00
3.79.112.142,2052,0,false,ORD,North America,Chicago,183,0.00
15.237.57.72,8080,0,false,ORD,North America,Chicago,183,0.00
3.67.189.9,443,0,false,ORD,North America,Chicago,183,0.00
3.255.192.98,443,0,false,ORD,North America,Chicago,183,0.00
18.185.169.150,80,0,false,ORD,North America,Chicago,183,0.00
35.181.61.217,2052,0,false,ORD,North America,Chicago,183,0.00
54.195.137.59,2053,0,false,ORD,North America,Chicago,183,0.00
176.116.21.74,2096,80,false,LHR,Europe,London,183,0.00
3.253.22.230,443,0,false,ORD,North America,Chicago,183,0.00
3.10.176.110,80,0,false,ORD,North America,Chicago,183,0.00
3.8.167.176,8880,0,false,ORD,North America,Chicago,183,0.00
35.178.178.128,8080,0,false,ORD,North America,Chicago,183,0.00
3.253.22.230,8080,0,false,ORD,North America,Chicago,183,0.00
3.122.238.21,2052,0,false,ORD,North America,Chicago,183,0.00
34.246.181.183,2053,0,false,ORD,North America,Chicago,183,0.00
34.242.152.223,443,0,false,ORD,North America,Chicago,183,0.00
176.34.140.12,80,0,false,ORD,North America,Chicago,183,0.00
3.101.86.177,443,0,false,ORD,North America,Chicago,183,0.00
3.122.113.17,2095,0,false,ORD,North America,Chicago,183,0.00
35.180.159.140,2053,0,false,ORD,North America,Chicago,183,0.00
35.158.113.72,443,0,false,ORD,North America,Chicago,183,0.00
54.216.151.176,8880,0,false,ORD,North America,Chicago,183,0.00
54.74.182.237,2052,0,false,ORD,North America,Chicago,183,0.00
54.155.160.84,2087,0,false,ORD,North America,Chicago,183,0.00
176.116.21.153,2095,80,false,LHR,Europe,London,183,0.00
35.91.185.34,2095,0,false,ORD,North America,Chicago,184,0.00
176.116.21.137,2087,80,false,LHR,Europe,London,184,0.00
35.180.28.124,8443,0,false,ORD,North America,Chicago,184,0.00
35.157.218.57,8443,0,false,ORD,North America,Chicago,184,0.00
35.93.217.76,2083,0,false,ORD,North America,Chicago,184,0.00
54.74.182.237,2096,0,false,ORD,North America,Chicago,184,0.00
18.203.243.192,8443,0,false,ORD,North America,Chicago,184,0.00
3.67.189.9,8080,0,false,ORD,North America,Chicago,184,0.00
35.178.192.165,8443,0,false,ORD,North America,Chicago,184,0.00
35.158.113.72,2082,0,false,ORD,North America,Chicago,184,0.00
13.57.27.53,2052,0,false,ORD,North America,Chicago,184,0.00
35.180.28.124,2053,0,false,ORD,North America,Chicago,184,0.00
35.180.68.83,8443,0,false,ORD,North America,Chicago,184,0.00
15.237.84.29,2096,0,false,ORD,North America,Chicago,184,0.00
35.176.27.191,2096,0,false,ORD,North America,Chicago,184,0.00
35.180.130.40,2083,0,false,ORD,North America,Chicago,184,0.00
35.178.178.128,8443,0,false,ORD,North America,Chicago,184,0.00
35.176.27.191,2087,0,false,ORD,North America,Chicago,184,0.00
15.236.20.221,2052,0,false,ORD,North America,Chicago,184,0.00
3.70.208.67,2082,0,false,ORD,North America,Chicago,184,0.00
3.255.192.98,80,0,false,ORD,North America,Chicago,184,0.00
34.222.128.221,2053,0,false,ORD,North America,Chicago,184,0.00
3.8.167.176,2087,0,false,ORD,North America,Chicago,184,0.00
35.176.27.191,2082,0,false,ORD,North America,Chicago,184,0.00
35.180.125.61,2082,0,false,ORD,North America,Chicago,184,0.00
54.177.233.59,2082,0,false,ORD,North America,Chicago,184,0.00
15.237.105.171,443,0,false,ORD,North America,Chicago,184,0.00
34.209.58.146,2083,0,false,ORD,North America,Chicago,184,0.00
35.93.227.25,443,0,false,ORD,North America,Chicago,184,0.00
35.178.178.128,2053,0,false,ORD,North America,Chicago,184,0.00
35.180.159.19,2095,0,false,ORD,North America,Chicago,184,0.00
35.181.61.217,8080,0,false,ORD,North America,Chicago,184,0.00
3.9.189.28,8080,0,false,ORD,North America,Chicago,184,0.00
18.130.233.133,2083,0,false,ORD,North America,Chicago,184,0.00
35.86.88.77,2083,0,false,ORD,North America,Chicago,184,0.00
35.86.88.77,2082,0,false,ORD,North America,Chicago,184,0.00
3.255.119.102,2086,0,false,ORD,North America,Chicago,184,0.00
18.130.233.133,2082,0,false,ORD,North America,Chicago,184,0.00
54.219.229.163,80,0,false,ORD,North America,Chicago,184,0.00
54.190.130.78,2086,0,false,ORD,North America,Chicago,184,0.00
176.116.21.89,2095,80,false,LHR,Europe,London,184,0.00
15.237.106.18,2086,0,false,ORD,North America,Chicago,184,0.00
34.222.128.221,8080,0,false,ORD,North America,Chicago,184,0.00
3.76.198.159,8880,0,false,ORD,North America,Chicago,184,0.00
3.76.198.159,2096,0,false,ORD,North America,Chicago,184,0.00
3.68.65.85,2087,0,false,ORD,North America,Chicago,184,0.00
35.181.63.239,2096,0,false,ORD,North America,Chicago,184,0.00
18.134.163.192,2082,0,false,ORD,North America,Chicago,184,0.00
54.219.120.119,8880,0,false,ORD,North America,Chicago,184,0.00
35.93.227.25,80,0,false,ORD,North America,Chicago,184,0.00
35.88.226.31,2086,0,false,ORD,North America,Chicago,184,0.00
13.36.239.170,2053,0,false,ORD,North America,Chicago,184,0.00
18.185.174.133,443,0,false,ORD,North America,Chicago,184,0.00
3.70.208.67,2087,0,false,ORD,North America,Chicago,184,0.00
54.219.0.80,2087,0,false,ORD,North America,Chicago,184,0.00
16.16.124.49,8443,443,true,OSL,Europe,Oslo,184,0.00
3.67.189.9,8880,0,false,ORD,North America,Chicago,184,0.00
35.93.217.76,8880,0,false,ORD,North America,Chicago,184,0.00
35.180.28.124,443,0,false,ORD,North America,Chicago,184,0.00
18.144.64.193,2096,0,false,ORD,North America,Chicago,184,0.00
35.177.78.13,2096,0,false,ORD,North America,Chicago,184,0.00
52.31.108.19,2095,0,false,ORD,North America,Chicago,184,0.00
34.219.223.109,2083,0,false,ORD,North America,Chicago,184,0.00
18.185.174.133,2096,0,false,ORD,North America,Chicago,184,0.00
35.91.185.34,80,0,false,ORD,North America,Chicago,184,0.00
52.12.3.10,80,0,false,ORD,North America,Chicago,184,0.00
54.184.16.114,2083,0,false,ORD,North America,Chicago,184,0.00
35.160.216.25,443,0,false,ORD,North America,Chicago,184,0.00
35.157.218.57,2087,0,false,ORD,North America,Chicago,184,0.00
35.93.217.76,2053,0,false,ORD,North America,Chicago,184,0.00
35.177.78.13,2095,0,false,ORD,North America,Chicago,184,0.00
18.144.75.251,8080,0,false,ORD,North America,Chicago,184,0.00
52.53.175.172,2052,0,false,ORD,North America,Chicago,184,0.00
3.255.192.98,8443,0,false,ORD,North America,Chicago,184,0.00
3.255.168.34,443,0,false,ORD,North America,Chicago,184,0.00
35.180.125.35,2086,0,false,ORD,North America,Chicago,184,0.00
13.36.239.170,80,0,false,ORD,North America,Chicago,184,0.00
54.195.137.59,2095,0,false,ORD,North America,Chicago,184,0.00
18.185.174.133,2052,0,false,ORD,North America,Chicago,184,0.00
3.75.99.0,8443,0,false,ORD,North America,Chicago,184,0.00
35.180.125.35,8880,0,false,ORD,North America,Chicago,184,0.00
15.237.150.154,443,0,false,ORD,North America,Chicago,185,0.00
35.160.216.25,8443,0,false,ORD,North America,Chicago,185,0.00
35.178.192.165,80,0,false,ORD,North America,Chicago,185,0.00
163.123.174.23,2053,80,false,SEA,North America,Seattle,185,0.00
16.170.140.185,8880,0,false,ORD,North America,Chicago,185,0.00
34.246.181.183,2096,0,false,ORD,North America,Chicago,185,0.00
34.220.53.35,2082,0,false,ORD,North America,Chicago,185,0.00
16.170.234.196,2096,0,false,ORD,North America,Chicago,185,0.00
3.79.40.111,2053,0,false,ORD,North America,Chicago,185,0.00
3.79.112.142,2095,0,false,ORD,North America,Chicago,185,0.00
18.157.78.22,2095,80,false,FRA,Europe,Frankfurt,185,0.00
176.34.140.12,2053,0,false,ORD,North America,Chicago,185,0.00
3.75.241.222,80,0,false,ORD,North America,Chicago,185,0.00
54.155.152.189,2083,0,false,ORD,North America,Chicago,185,0.00
3.67.187.69,8443,0,false,ORD,North America,Chicago,185,0.00
3.255.168.34,2082,0,false,ORD,North America,Chicago,185,0.00
13.51.193.227,80,0,false,ORD,North America,Chicago,185,0.00
54.176.9.154,2083,0,false,ORD,North America,Chicago,185,0.00
16.170.231.255,443,0,false,ORD,North America,Chicago,185,0.00
18.144.64.193,80,0,false,ORD,North America,Chicago,185,0.00
35.86.88.77,2086,0,false,ORD,North America,Chicago,185,0.00
13.51.193.227,2087,0,false,ORD,North America,Chicago,185,0.00
15.236.202.194,8443,0,false,ORD,North America,Chicago,185,0.00
16.170.234.196,2087,0,false,ORD,North America,Chicago,185,0.00
15.237.123.19,443,0,false,ORD,North America,Chicago,185,0.00
35.179.16.60,2052,0,false,ORD,North America,Chicago,185,0.00
35.93.227.25,8443,0,false,ORD,North America,Chicago,185,0.00
35.180.159.19,2083,0,false,ORD,North America,Chicago,185,0.00
34.246.181.183,2086,0,false,ORD,North America,Chicago,185,0.00
54.190.130.78,2082,0,false,ORD,North America,Chicago,185,0.00
54.195.137.59,443,0,false,ORD,North America,Chicago,185,0.00
35.86.88.77,8880,0,false,ORD,North America,Chicago,185,0.00
176.34.140.12,8880,0,false,ORD,North America,Chicago,185,0.00
34.209.58.146,2087,0,false,ORD,North America,Chicago,185,0.00
35.179.16.60,8080,0,false,ORD,North America,Chicago,185,0.00
18.236.199.188,2095,0,false,ORD,North America,Chicago,185,0.00
3.252.55.244,2083,0,false,ORD,North America,Chicago,185,0.00
3.67.189.9,2096,0,false,ORD,North America,Chicago,185,0.00
15.237.57.72,2087,0,false,ORD,North America,Chicago,185,0.00
176.34.143.223,8443,0,false,ORD,North America,Chicago,185,0.00
3.120.231.89,8080,0,false,ORD,North America,Chicago,185,0.00
52.89.7.48,8880,0,false,ORD,North America,Chicago,185,0.00
52.89.7.48,2087,0,false,ORD,North America,Chicago,185,0.00
15.236.20.221,2096,0,false,ORD,North America,Chicago,185,0.00
54.155.152.189,2087,0,false,ORD,North America,Chicago,185,0.00
54.155.160.84,2053,0,false,ORD,North America,Chicago,185,0.00
54.184.16.114,2095,0,false,ORD,North America,Chicago,185,0.00
34.222.128.221,80,0,false,ORD,North America,Chicago,185,0.00
13.49.224.114,2052,0,false,ORD,North America,Chicago,185,0.00
34.245.20.7,2083,0,false,ORD,North America,Chicago,185,0.00
54.184.16.114,2053,0,false,ORD,North America,Chicago,185,0.00
35.177.78.13,2052,0,false,ORD,North America,Chicago,185,0.00
34.220.53.35,8880,0,false,ORD,North America,Chicago,185,0.00
13.53.216.109,2087,0,false,ORD,North America,Chicago,185,0.00
3.253.22.230,2095,0,false,ORD,North America,Chicago,185,0.00
18.144.75.251,8880,0,false,ORD,North America,Chicago,185,0.00
16.171.55.146,2082,0,false,ORD,North America,Chicago,185,0.00
51.20.140.222,2083,0,false,ORD,North America,Chicago,185,0.00
54.217.187.243,2095,0,false,ORD,North America,Chicago,185,0.00
3.68.65.85,2053,0,false,ORD,North America,Chicago,185,0.00
35.179.16.60,2083,0,false,ORD,North America,Chicago,185,0.00
16.16.68.160,8443,0,false,ORD,North America,Chicago,185,0.00
3.8.23.1,2082,0,false,ORD,North America,Chicago,185,0.00
35.87.136.8,2083,0,false,ORD,North America,Chicago,185,0.00
35.88.226.31,2083,0,false,ORD,North America,Chicago,185,0.00
35.179.16.60,8443,0,false,ORD,North America,Chicago,185,0.00
16.16.58.122,2052,0,false,ORD,North America,Chicago,185,0.00
16.16.65.165,8443,0,false,ORD,North America,Chicago,185,0.00
52.31.108.19,443,0,false,ORD,North America,Chicago,185,0.00
3.122.238.21,8080,0,false,ORD,North America,Chicago,185,0.00
16.170.143.55,2082,0,false,ORD,North America,Chicago,185,0.00
3.8.167.176,2095,0,false,ORD,North America,Chicago,185,0.00
16.170.234.196,8443,0,false,ORD,North America,Chicago,185,0.00
3.254.95.67,8443,0,false,ORD,North America,Chicago,185,0.00
16.170.143.55,2087,0,false,ORD,North America,Chicago,185,0.00
16.16.65.165,2052,0,false,ORD,North America,Chicago,185,0.00
34.220.82.22,2083,0,false,ORD,North America,Chicago,185,0.00
16.16.56.19,2086,0,false,ORD,North America,Chicago,185,0.00
54.184.16.114,2082,0,false,ORD,North America,Chicago,185,0.00
16.16.56.19,2083,0,false,ORD,North America,Chicago,185,0.00
3.255.192.98,2083,0,false,ORD,North America,Chicago,185,0.00
16.171.55.146,2053,0,false,ORD,North America,Chicago,185,0.00
16.170.143.55,2083,0,false,ORD,North America,Chicago,185,0.00
18.130.233.133,2096,0,false,ORD,North America,Chicago,185,0.00
16.171.55.146,8880,0,false,ORD,North America,Chicago,185,0.00
16.16.58.122,8080,0,false,ORD,North America,Chicago,185,0.00
3.252.55.244,8443,0,false,ORD,North America,Chicago,186,0.00
3.8.19.125,2087,0,false,ORD,North America,Chicago,186,0.00
13.53.167.110,8880,0,false,ORD,North America,Chicago,186,0.00
34.220.71.43,443,0,false,ORD,North America,Chicago,186,0.00
51.20.140.222,2095,0,false,ORD,North America,Chicago,186,0.00
35.88.226.31,8080,0,false,ORD,North America,Chicago,186,0.00
16.170.231.255,80,0,false,ORD,North America,Chicago,186,0.00
3.253.22.230,2083,0,false,ORD,North America,Chicago,186,0.00
34.220.191.241,8443,0,false,ORD,North America,Chicago,186,0.00
13.60.61.112,2096,0,false,ORD,North America,Chicago,186,0.00
13.53.216.109,2053,0,false,ORD,North America,Chicago,186,0.00
3.67.187.69,2095,0,false,ORD,North America,Chicago,186,0.00
3.254.95.67,2052,0,false,ORD,North America,Chicago,186,0.00
16.16.56.19,443,0,false,ORD,North America,Chicago,186,0.00
16.170.143.55,2095,0,false,ORD,North America,Chicago,186,0.00
16.171.55.146,2087,0,false,ORD,North America,Chicago,186,0.00
16.170.140.185,2053,0,false,ORD,North America,Chicago,186,0.00
35.177.78.13,2087,0,false,ORD,North America,Chicago,186,0.00
51.20.63.91,8880,0,false,ORD,North America,Chicago,186,0.00
16.16.162.196,80,0,false,ARN,Europe,Stockholm,186,0.00
13.53.167.110,2052,0,false,ORD,North America,Chicago,186,0.00
54.155.160.84,8880,0,false,ORD,North America,Chicago,186,0.00
16.16.65.165,2095,0,false,ORD,North America,Chicago,186,0.00
3.248.225.226,2082,0,false,ORD,North America,Chicago,186,0.00
16.170.231.255,2087,0,false,ORD,North America,Chicago,186,0.00
51.20.77.150,2086,0,false,ORD,North America,Chicago,186,0.00
35.91.185.34,2086,0,false,ORD,North America,Chicago,186,0.00
13.53.167.110,2082,0,false,ORD,North America,Chicago,186,0.00
51.20.72.61,2082,0,false,ORD,North America,Chicago,186,0.00
54.219.229.163,2053,0,false,ORD,North America,Chicago,186,0.00
34.219.223.109,8080,0,false,ORD,North America,Chicago,186,0.00
3.101.45.206,2096,0,false,ORD,North America,Chicago,186,0.00
54.176.9.154,8080,0,false,ORD,North America,Chicago,186,0.00
3.253.96.95,80,0,false,ORD,North America,Chicago,186,0.00
51.20.44.74,2095,0,false,ORD,North America,Chicago,186,0.00
3.255.168.34,2096,0,false,ORD,North America,Chicago,186,0.00
16.170.231.255,8443,0,false,ORD,North America,Chicago,186,0.00
13.49.224.114,2095,0,false,ORD,North America,Chicago,186,0.00
3.79.45.102,443,0,false,ORD,North America,Chicago,186,0.00
16.171.55.146,443,0,false,ORD,North America,Chicago,186,0.00
54.74.182.237,8080,0,false,ORD,North America,Chicago,186,0.00
3.67.187.69,2096,0,false,ORD,North America,Chicago,186,0.00
